number,SameDayTime-case_avg,SameDayTime-case_avg_id,variant_id,TimeSincePreviousEvent-case_avg_id,Duration_id,TimeSinceCaseStarted-case_avg_id,Weekday-case_avg
INC0005627,59820,16,3,0,0,0,3
INC0005628,59465,16,863,0,0,0,3
INC0005631,57228,15,131,0,0,0,3
INC0005633,67260,18,2,1,0,0,3
INC0005634,65867,18,54,0,0,0,3
INC0005642,68610,19,2,1,0,0,3
INC0005643,44580,12,448,0,0,0,2
INC0005644,51290,14,1274,0,0,0,1
INC0005645,66120,18,7,0,0,0,3
INC0005647,56980,15,1275,0,0,0,4
INC0005649,45638,12,111,0,0,0,3
INC0005680,26430,7,31,0,0,0,4
INC0005690,13346,3,52,0,0,0,4
INC0005693,31760,8,1,0,0,0,4
INC0005694,13700,3,799,0,0,0,4
INC0005695,37129,10,1276,0,1,1,2
INC0005696,40890,11,2,1,0,0,3
INC0005697,32220,8,1,0,0,0,4
INC0005698,38820,10,8,0,1,0,4
INC0005699,34900,9,1,0,0,0,4
INC0005700,38328,10,1277,0,0,0,4
INC0005702,45300,12,2,1,0,0,3
INC0005703,42435,11,865,0,0,0,4
INC0005705,39400,10,1,0,0,0,4
INC0005706,50680,14,1278,0,0,0,2
INC0005708,40485,11,31,0,0,0,1
INC0005713,47070,13,2,1,0,0,3
INC0005714,44512,12,241,1,3,2,4
INC0005715,43376,12,1279,0,0,0,4
INC0005716,45660,12,6,0,0,0,4
INC0005717,41415,11,3,0,0,0,4
INC0005718,41991,11,51,0,0,0,4
INC0005720,37505,10,1101,0,0,0,4
INC0005721,51024,14,307,0,0,0,2
INC0005723,51940,14,13,0,1,0,4
INC0005724,37405,10,694,0,0,0,4
INC0005725,49363,13,1121,0,1,0,4
INC0005727,44730,12,361,0,2,1,4
INC0005728,57204,15,6,0,0,0,4
INC0005731,56265,15,3,0,0,0,4
INC0005732,49608,13,231,0,0,0,4
INC0005733,43363,12,26,0,0,0,3
INC0005735,49230,13,2,1,0,0,3
INC0005736,46488,12,1123,0,0,0,3
INC0005737,38717,10,292,0,0,0,4
INC0005739,48380,13,1,0,0,0,4
INC0005740,42555,11,5,0,0,0,4
INC0005741,54977,15,21,0,0,0,4
INC0005742,51900,14,8,0,0,0,4
INC0005743,47295,13,312,0,0,0,4
INC0005744,47155,13,111,0,0,0,1
INC0005745,39682,11,2089,0,0,0,4
INC0005746,47187,13,174,0,2,2,4
INC0005749,46905,13,1575,0,0,0,4
INC0005751,43760,12,1,0,0,0,4
INC0005752,45173,12,1577,0,1,0,2
INC0005754,52385,14,309,0,0,0,4
INC0005756,47240,13,11,0,0,0,0
INC0005757,44923,12,86,0,1,0,4
INC0005759,42030,11,5,0,0,0,4
INC0005760,45437,12,461,0,0,0,0
INC0005762,49167,13,1578,0,0,0,4
INC0005765,49920,13,2,1,0,0,3
INC0005766,58870,16,127,0,0,0,4
INC0005767,44018,12,83,0,0,0,0
INC0005768,50070,13,2,1,0,0,3
INC0005769,46900,13,1579,2,11,7,4
INC0005771,49508,13,83,1,3,2,1
INC0005772,50160,13,2,1,0,0,3
INC0005773,48264,13,113,0,0,0,4
INC0005775,41565,11,17,0,0,0,4
INC0005776,53155,14,1580,0,0,0,4
INC0005777,45840,12,33,0,0,0,4
INC0005778,48260,13,868,0,0,0,4
INC0005779,43240,12,13,0,1,1,1
INC0005781,50310,13,2,1,0,0,3
INC0005782,44100,12,860,0,0,0,1
INC0005783,54813,15,337,0,0,0,4
INC0005784,42600,11,31,0,0,0,1
INC0005785,48860,13,1581,0,0,0,0
INC0005786,45380,12,1,0,0,0,4
INC0005789,45049,12,1582,0,1,0,4
INC0005790,52697,14,74,0,0,0,4
INC0005791,57990,16,127,0,0,0,4
INC0005792,45977,12,32,0,0,0,4
INC0005794,40900,11,281,0,0,0,0
INC0005796,40485,11,1583,0,0,0,1
INC0005797,45827,12,696,0,0,0,2
INC0005798,45400,12,105,0,0,0,4
INC0005799,49640,13,1,0,0,0,4
INC0005801,47532,13,8,0,0,0,4
INC0005802,44394,12,73,0,0,0,0
INC0005803,43344,12,8,0,0,0,4
INC0005805,47610,13,3,0,0,0,0
INC0005806,45880,12,0,0,0,0,4
INC0005808,55920,15,806,1,3,2,0
INC0005809,50028,13,107,0,0,0,3
INC0005810,55656,15,8,0,0,0,4
INC0005811,51150,14,2,1,0,0,3
INC0005812,51163,14,1576,0,1,0,1
INC0005814,50454,14,1566,0,0,0,1
INC0005815,31215,8,31,0,0,0,0
INC0005816,52284,14,6,0,0,0,4
INC0005818,36934,10,60,0,1,1,2
INC0005819,45270,12,1565,0,1,0,4
INC0005821,51390,14,2,1,0,0,3
INC0005830,54034,15,74,0,0,0,4
INC0005831,55031,15,871,1,5,4,4
INC0005833,47760,13,3,0,0,0,4
INC0005834,38660,10,37,3,3,3,4
INC0005835,51907,14,197,0,0,0,0
INC0005836,46940,13,18,0,1,0,0
INC0005837,55071,15,74,0,0,0,4
INC0005842,45300,12,108,0,0,0,4
INC0005843,51440,14,0,0,0,0,4
INC0005845,42984,11,7,0,0,0,4
INC0005848,48870,13,236,1,2,2,0
INC0005849,41074,11,62,0,1,0,4
INC0005851,44420,12,180,0,0,0,0
INC0005853,41620,11,27,0,1,1,4
INC0005854,45475,12,178,0,1,1,4
INC0005855,52470,14,2,1,0,0,3
INC0005856,54187,15,1564,0,1,0,2
INC0005860,39555,10,36,0,0,0,2
INC0005861,46335,12,3,0,0,0,4
INC0005863,52680,14,2,1,0,0,3
INC0005864,53840,14,13,0,0,0,4
INC0005867,48620,13,0,0,0,0,4
INC0005873,45108,12,872,0,1,1,4
INC0005874,50318,13,46,0,0,0,0
INC0005875,45930,12,3,0,0,0,4
INC0005876,45413,12,128,0,0,0,0
INC0005878,44560,12,253,0,0,0,4
INC0005879,59112,16,6,0,0,0,3
INC0005880,49360,13,197,0,0,0,4
INC0005882,52368,14,7,0,0,0,3
INC0005883,49460,13,0,0,0,0,4
INC0005884,55568,15,1547,0,0,0,4
INC0005886,48680,13,1,0,0,0,4
INC0005891,53340,14,2,1,0,0,3
INC0005894,44830,12,38,0,0,0,4
INC0005895,52716,14,7,0,0,0,4
INC0005897,51250,14,112,8,16,11,4
INC0005898,53520,14,2,1,0,0,3
INC0005899,46050,12,50,0,0,0,4
INC0005900,50760,14,20,0,0,0,4
INC0005901,45847,12,145,0,0,0,2
INC0005902,46842,13,1548,0,0,0,4
INC0005903,35160,9,13,0,0,0,2
INC0005905,50256,13,9,0,0,0,4
INC0005906,49060,13,1,0,0,0,4
INC0005907,56547,15,54,0,0,0,2
INC0005908,55272,15,6,0,0,0,4
INC0005910,44792,12,1549,0,1,0,2
INC0005911,50580,14,400,0,0,0,0
INC0005915,52238,14,296,0,0,0,4
INC0005916,57013,15,56,0,0,0,3
INC0005917,51180,14,13,0,1,1,1
INC0005918,45260,12,1550,0,0,0,3
INC0005922,54240,15,2,1,0,0,3
INC0005923,50145,13,185,0,0,0,4
INC0005925,43433,12,78,0,1,0,4
INC0005926,45525,12,5,0,0,0,1
INC0005927,47494,13,1551,0,3,1,3
INC0005928,43160,11,11,0,1,1,3
INC0005929,46260,12,167,0,0,0,4
INC0005930,42852,11,9,0,0,0,0
INC0005931,50205,13,16,0,0,0,4
INC0005933,57070,15,177,0,0,0,4
INC0005935,46428,12,1567,0,0,0,2
INC0005936,53320,14,0,0,0,0,4
INC0005938,37620,10,98,0,1,1,0
INC0005939,55530,15,5,0,0,0,4
INC0005943,39220,10,1574,0,0,0,2
INC0005944,48352,13,29,0,0,0,0
INC0005945,53250,14,81,0,0,0,1
INC0005946,48270,13,16,0,0,0,4
INC0005948,53708,14,61,0,0,0,4
INC0005949,54048,15,6,0,0,0,4
INC0005951,51280,14,1,0,0,0,4
INC0005952,44348,12,1573,0,0,0,0
INC0005953,43638,12,189,0,0,0,4
INC0005954,50670,14,18,0,0,0,4
INC0005955,43260,12,42,1,2,1,4
INC0005958,53448,14,6,0,0,0,4
INC0005959,51622,14,1572,0,0,0,4
INC0005965,55500,15,2,1,0,0,3
INC0005970,44886,12,287,0,1,0,4
INC0005972,52633,14,117,0,0,0,4
INC0005976,49170,13,64,0,2,1,4
INC0005977,54729,15,1675,0,2,1,4
INC0005979,43386,12,167,1,5,2,4
INC0005985,39740,11,53,0,0,0,2
INC0005986,51523,14,90,0,0,0,0
INC0005987,45643,12,1668,0,4,1,0
INC0005988,40602,11,500,0,0,0,4
INC0005990,56520,15,3,0,0,0,4
INC0005993,46725,12,164,0,0,0,4
INC0005994,51240,14,44,0,0,0,4
INC0005998,42505,11,1676,0,0,0,0
INC0005999,48369,13,21,0,0,0,4
INC0006001,55453,15,57,0,1,0,3
INC0006003,52560,14,35,0,0,0,4
INC0006011,48067,13,1678,0,1,0,4
INC0006013,39862,11,874,0,0,0,3
INC0006014,44580,12,2,6,4,3,0
INC0006017,57853,16,281,0,0,0,4
INC0006022,56232,15,7,0,0,0,0
INC0006023,46158,12,182,0,0,0,1
INC0006025,48974,13,1679,0,2,1,4
INC0006028,56034,15,1680,0,0,0,4
INC0006030,53210,14,11,0,0,0,4
INC0006032,47155,13,727,0,1,0,4
INC0006033,52485,14,29,0,0,0,4
INC0006035,54828,15,28,0,0,0,4
INC0006038,49033,13,237,0,0,0,4
INC0006039,48507,13,346,0,0,0,1
INC0006043,48768,13,8,0,1,0,4
INC0006045,50210,13,11,0,0,0,4
INC0006048,51801,14,1681,0,1,1,2
INC0006049,55220,15,474,0,1,1,4
INC0006050,51990,14,109,0,0,0,4
INC0006051,53532,14,7,0,0,0,4
INC0006054,56270,15,1682,0,0,0,4
INC0006056,50286,13,820,1,6,6,2
INC0006057,56805,15,40,0,0,0,4
INC0006059,58530,16,199,0,0,0,4
INC0006063,44771,12,1674,0,1,0,2
INC0006064,52452,14,216,0,0,0,4
INC0006065,60300,16,4,0,0,0,4
INC0006066,55836,15,9,0,0,0,4
INC0006067,53660,14,10,0,0,0,4
INC0006072,52669,14,1683,0,2,1,4
INC0006073,54609,15,142,0,0,0,4
INC0006074,57860,16,1,0,0,0,4
INC0006075,58524,16,8,0,0,0,4
INC0006076,57454,15,21,0,0,0,4
INC0006077,47625,13,20,1,2,1,4
INC0006078,41691,11,755,0,0,0,4
INC0006079,50740,14,18,0,0,0,4
INC0006080,46713,12,754,0,0,0,2
INC0006082,53848,14,1627,0,1,0,2
INC0006084,50134,13,51,1,3,2,0
INC0006085,46800,13,201,0,0,0,1
INC0006092,53073,14,813,0,0,0,3
INC0006093,58320,16,6,0,0,0,4
INC0006094,44307,12,68,0,0,0,1
INC0006095,57240,15,4,0,0,0,4
INC0006096,41980,11,37,5,5,6,1
INC0006099,54867,15,1625,0,1,1,4
INC0006100,62775,17,5,0,0,0,3
INC0006101,46920,13,2,6,4,3,0
INC0006102,47700,13,268,1,3,3,0
INC0006103,49800,13,25,0,0,0,0
INC0006104,43860,12,1546,0,1,0,4
INC0006107,55180,15,758,0,0,0,3
INC0006108,60876,16,28,0,0,0,4
INC0006109,60870,16,2,1,0,0,3
INC0006111,53945,14,1624,0,0,0,4
INC0006114,48150,13,144,0,0,0,1
INC0006116,49880,13,57,0,0,0,1
INC0006117,46485,12,1568,0,0,0,2
INC0006121,44100,12,751,0,1,0,0
INC0006122,56589,15,122,0,0,0,4
INC0006124,59220,16,73,0,0,0,4
INC0006125,54540,15,44,0,0,0,4
INC0006126,47200,13,35,0,0,0,0
INC0006127,49755,13,135,0,0,0,0
INC0006128,61500,17,2,1,0,0,3
INC0006129,61080,16,0,0,0,0,4
INC0006130,58650,16,5,0,0,0,4
INC0006132,52273,14,56,0,0,0,0
INC0006133,52305,14,181,0,0,0,4
INC0006134,47330,13,1569,0,0,0,0
INC0006136,46710,12,98,0,0,0,1
INC0006138,40650,11,421,0,0,0,2
INC0006139,58164,16,24,0,0,0,4
INC0006140,52867,14,65,0,0,0,4
INC0006141,52140,14,30,0,0,0,0
INC0006142,53580,14,48,2,5,3,0
INC0006144,45669,12,34,0,1,0,0
INC0006145,52826,14,1570,0,0,0,4
INC0006148,55453,15,145,0,0,0,5
INC0006150,60260,16,1,0,0,0,4
INC0006152,49975,13,1571,0,0,0,4
INC0006153,58543,16,96,2,5,3,0
INC0006154,48032,13,1552,1,8,4,1
INC0006155,60420,16,1,0,0,0,4
INC0006160,58320,16,5,0,0,0,4
INC0006163,47267,13,1553,0,0,0,0
INC0006164,63827,17,78,0,0,0,4
INC0006165,44684,12,1554,1,6,5,1
INC0006166,62370,17,2,1,0,0,3
INC0006167,53387,14,1607,0,0,0,2
INC0006170,59167,16,56,0,1,1,1
INC0006171,62790,17,2,1,0,0,3
INC0006172,50704,14,1617,0,1,0,4
INC0006174,51640,14,50,0,0,0,4
INC0006175,58028,16,46,0,0,0,4
INC0006176,64060,17,18,0,0,0,4
INC0006178,41018,11,418,0,1,0,0
INC0006180,46151,12,160,0,0,0,4
INC0006182,53013,14,65,0,2,1,4
INC0006183,41520,11,25,0,0,0,2
INC0006186,47893,13,68,0,0,0,0
INC0006187,63240,17,3,0,0,0,4
INC0006188,49657,13,271,0,2,1,3
INC0006191,59313,16,68,0,0,0,0
INC0006193,62800,17,0,0,0,0,4
INC0006194,47940,13,97,0,0,0,0
INC0006195,54380,15,14,0,0,0,4
INC0006196,39485,10,163,0,1,1,4
INC0006197,43960,12,35,0,0,0,0
INC0006198,50568,14,24,1,3,2,0
INC0006199,51300,14,417,0,0,0,0
INC0006200,40656,11,6,0,0,0,0
INC0006202,50444,14,1618,0,0,0,1
INC0006203,56237,15,257,0,0,0,4
INC0006204,49470,13,31,0,0,0,1
INC0006205,64230,17,2,1,0,0,3
INC0006206,55398,15,875,0,0,0,4
INC0006210,47075,13,1619,0,1,0,0
INC0006215,55450,15,103,0,0,0,1
INC0006216,64632,17,8,0,0,0,4
INC0006217,63880,17,1,0,0,0,4
INC0006220,59306,16,1620,0,2,1,0
INC0006221,64560,17,1,0,0,0,4
INC0006223,53910,14,11,0,0,0,4
INC0006224,55316,15,1621,0,1,1,2
INC0006225,55910,15,11,0,0,0,4
INC0006226,43551,12,26,0,1,0,4
INC0006228,51502,14,172,0,0,0,3
INC0006229,60230,16,70,0,0,0,0
INC0006230,50560,14,1622,0,0,0,4
INC0006233,52320,14,2,6,4,3,0
INC0006235,61844,17,148,0,0,0,4
INC0006238,70790,19,11,0,0,0,4
INC0006239,55068,15,842,0,0,0,0
INC0006244,64311,17,26,0,0,0,4
INC0006245,64220,17,1,0,0,0,0
INC0006246,14700,4,10,0,0,0,5
INC0006248,44835,12,816,0,1,1,3
INC0006249,29525,8,1623,0,0,0,5
INC0006252,27520,7,1,0,0,0,5
INC0006253,38700,10,84,0,0,0,0
INC0006255,52128,14,23,0,0,0,0
INC0006257,47380,13,13,0,0,0,5
INC0006259,42760,11,18,0,0,0,1
INC0006261,36090,10,2,6,4,3,0
INC0006265,46120,12,318,0,0,0,5
INC0006266,48617,13,21,0,0,0,0
INC0006268,52470,14,2,1,0,0,3
INC0006269,46100,12,0,0,0,0,0
INC0006270,36077,10,72,0,1,0,0
INC0006273,53460,14,1,0,0,0,5
INC0006275,52215,14,4,0,0,0,5
INC0006278,54720,15,0,0,0,0,5
INC0006279,54740,15,0,0,0,0,5
INC0006280,54800,15,0,0,0,0,5
INC0006281,41213,11,1616,0,0,0,0
INC0006282,45169,12,899,0,0,0,0
INC0006283,48068,13,551,0,0,0,0
INC0006284,42570,11,1605,0,0,0,0
INC0006285,47556,13,130,0,0,0,5
INC0006286,52191,14,413,0,0,0,5
INC0006287,62010,17,2,1,0,0,3
INC0006288,62352,17,6,0,0,0,5
INC0006291,51048,14,6,0,0,0,0
INC0006294,75150,20,2,1,0,0,3
INC0006295,17660,4,10,0,0,0,6
INC0006300,34680,9,0,0,0,0,6
INC0006301,29448,8,41,0,0,0,6
INC0006303,38760,10,0,0,0,0,6
INC0006305,50208,13,823,0,0,0,6
INC0006309,46973,13,132,0,0,0,6
INC0006317,47580,13,14,0,0,0,6
INC0006320,47055,13,5,0,0,0,6
INC0006322,47610,13,87,0,0,0,0
INC0006325,42584,11,1596,1,3,0,0
INC0006327,51888,14,19,1,1,1,0
INC0006328,41080,11,163,0,0,0,0
INC0006330,62736,17,23,0,0,0,3
INC0006331,41720,11,825,0,0,0,3
INC0006335,63080,17,0,0,0,0,6
INC0006337,53280,14,6,0,0,0,0
INC0006338,53187,14,180,0,0,0,0
INC0006340,48816,13,30,0,0,0,0
INC0006341,67416,18,7,0,0,0,3
INC0006342,56730,15,2,6,4,3,0
INC0006347,56171,15,1604,0,0,0,0
INC0006348,79260,22,0,0,0,0,6
INC0006349,18600,5,12,0,0,0,0
INC0006350,34590,9,2,0,0,0,0
INC0006352,14890,4,11,0,0,0,0
INC0006354,42793,11,56,0,0,0,0
INC0006359,27570,7,222,0,0,0,0
INC0006360,30960,8,1,0,0,0,0
INC0006362,31998,8,73,0,0,0,0
INC0006364,29870,8,13,0,0,0,0
INC0006365,35892,9,9,0,0,0,0
INC0006371,43590,12,2,0,0,0,0
INC0006373,27120,7,1588,0,0,0,3
INC0006375,40960,11,0,0,0,0,0
INC0006376,51264,14,9,0,0,0,0
INC0006377,39336,10,9,0,0,0,0
INC0006378,41380,11,0,0,0,0,0
INC0006379,41500,11,0,0,0,0,0
INC0006380,44325,12,3,0,0,0,0
INC0006381,28460,7,1589,0,0,0,0
INC0006382,38970,10,5,0,0,0,0
INC0006383,41960,11,0,0,0,0,0
INC0006384,38994,10,484,1,4,4,1
INC0006385,45310,12,13,0,0,0,0
INC0006387,49020,13,2,0,0,0,0
INC0006388,50597,14,323,0,2,1,0
INC0006389,39811,11,1590,0,1,0,0
INC0006390,44592,12,6,0,0,0,0
INC0006392,41567,11,817,0,0,0,0
INC0006393,53550,14,4,0,0,0,3
INC0006394,48530,13,826,0,1,0,0
INC0006395,47220,13,1,0,0,0,0
INC0006397,50374,13,22,0,0,0,0
INC0006398,50900,14,1,0,0,0,0
INC0006399,48960,13,2,0,0,0,0
INC0006400,55215,15,120,0,0,0,0
INC0006401,43800,12,37,0,0,0,0
INC0006402,41310,11,154,0,0,0,0
INC0006403,49380,13,0,0,0,0,0
INC0006407,45969,12,499,0,0,0,1
INC0006408,45845,12,816,0,0,0,0
INC0006412,44412,12,123,0,0,0,0
INC0006413,40740,11,43,0,0,0,0
INC0006415,37090,10,1591,0,1,0,0
INC0006416,42262,11,36,1,3,2,1
INC0006417,34890,9,27,0,1,0,0
INC0006419,42222,11,316,0,0,0,2
INC0006420,47210,13,1592,0,0,0,0
INC0006421,47734,13,22,0,0,0,3
INC0006422,43460,12,1,0,0,0,0
INC0006423,41504,11,1593,0,1,0,0
INC0006424,44868,12,8,0,0,0,0
INC0006425,46290,12,5,0,0,0,4
INC0006426,38820,10,71,0,1,1,3
INC0006429,43704,12,6,0,0,0,0
INC0006430,37092,10,1615,0,0,0,0
INC0006431,47631,13,34,0,0,0,0
INC0006432,45860,12,14,0,0,0,0
INC0006433,56520,15,8,0,0,0,0
INC0006434,43980,12,0,0,0,0,0
INC0006435,49887,13,78,0,0,0,3
INC0006436,47064,13,6,0,0,0,0
INC0006437,42360,11,3,0,0,0,0
INC0006438,31490,8,53,0,0,0,0
INC0006440,41670,11,5,0,0,0,2
INC0006441,46707,12,174,0,0,0,0
INC0006442,46413,12,56,1,5,2,0
INC0006443,44263,12,60,0,0,0,0
INC0006444,44160,12,1,0,0,0,0
INC0006445,44100,12,60,0,0,0,0
INC0006446,46080,12,6,0,0,0,0
INC0006447,46200,12,60,0,0,0,0
INC0006448,47773,13,407,0,1,0,2
INC0006450,38991,10,359,0,0,0,0
INC0006451,44800,12,11,0,0,0,0
INC0006452,49116,13,8,0,0,0,0
INC0006454,41700,11,49,0,1,0,0
INC0006455,49428,13,8,0,0,0,0
INC0006456,50280,13,2,0,0,0,0
INC0006457,42583,11,15,0,0,0,0
INC0006458,50310,13,2,0,0,0,0
INC0006459,45334,12,26,0,0,0,0
INC0006460,48740,13,105,0,0,0,3
INC0006461,43877,12,1614,0,0,0,0
INC0006463,41130,11,1555,0,0,0,0
INC0006464,42120,11,328,0,0,0,0
INC0006465,41565,11,5,0,0,0,0
INC0006466,45913,12,327,0,0,0,0
INC0006467,47508,13,8,0,0,0,0
INC0006468,50610,14,2,0,0,0,0
INC0006469,46620,12,6,0,0,0,0
INC0006470,47240,13,1,0,0,0,0
INC0006471,38228,10,1613,0,0,0,3
INC0006472,43320,12,5,0,0,0,0
INC0006473,39600,11,152,0,0,0,1
INC0006474,46908,13,8,0,0,0,0
INC0006476,49032,13,830,0,0,0,0
INC0006478,42828,11,426,0,3,2,2
INC0006479,46970,13,50,0,0,0,3
INC0006480,41389,11,1556,0,0,0,0
INC0006481,49020,13,55,0,0,0,0
INC0006482,50910,14,2,0,0,0,0
INC0006483,51287,14,56,0,0,0,0
INC0006484,47655,13,526,4,12,5,2
INC0006485,49425,13,36,0,0,0,0
INC0006486,52448,14,421,0,0,0,1
INC0006487,47891,13,260,0,0,0,0
INC0006488,49992,13,7,0,0,0,0
INC0006489,51090,14,2,0,0,0,0
INC0006490,47220,13,40,0,0,0,0
INC0006491,52870,14,1557,0,0,0,0
INC0006492,46212,12,6,0,0,0,0
INC0006493,46650,12,3,0,0,0,0
INC0006494,37740,10,6,0,0,0,0
INC0006495,46752,12,6,0,0,0,0
INC0006496,51270,14,2,0,0,0,0
INC0006497,45190,12,1558,0,0,0,0
INC0006499,44280,12,286,0,0,0,0
INC0006501,49500,13,105,0,0,0,3
INC0006502,45660,12,4,0,0,0,0
INC0006503,43320,12,20,1,1,1,0
INC0006504,36480,10,53,0,0,0,0
INC0006506,44313,12,1559,0,0,0,0
INC0006508,41049,11,15,0,0,0,0
INC0006509,36480,10,53,0,0,0,0
INC0006510,36828,10,833,0,1,1,2
INC0006511,46480,12,0,0,0,0,0
INC0006513,51420,14,46,0,0,0,0
INC0006514,44580,12,0,0,0,0,0
INC0006515,51960,14,2,0,0,0,0
INC0006516,52672,14,1560,0,0,0,0
INC0006517,46975,13,1561,0,1,0,2
INC0006518,52020,14,2,0,0,0,0
INC0006519,40440,11,111,0,0,0,2
INC0006520,48027,13,223,0,0,0,0
INC0006521,42876,11,28,0,0,0,0
INC0006522,47064,13,23,0,0,0,0
INC0006525,50640,14,175,0,0,0,0
INC0006526,47592,13,6,0,0,0,0
INC0006527,49404,13,6,0,0,0,0
INC0006528,57240,15,11,0,0,0,3
INC0006529,46620,12,48,0,0,0,0
INC0006530,44830,12,1562,0,0,0,0
INC0006531,52230,14,2,0,0,0,0
INC0006532,47520,13,13,0,0,0,0
INC0006534,45945,12,3,0,0,0,0
INC0006536,47440,13,43,0,1,1,0
INC0006537,47220,13,6,0,0,0,0
INC0006539,50100,13,105,0,0,0,3
INC0006540,47316,13,8,0,0,0,0
INC0006542,44705,12,678,0,0,0,2
INC0006543,52560,14,2,0,0,0,0
INC0006544,42146,11,857,0,0,0,0
INC0006545,52524,14,345,0,0,0,0
INC0006548,47800,13,1,0,0,0,0
INC0006549,48740,13,1,0,0,0,0
INC0006550,43852,12,135,0,0,0,0
INC0006551,54094,15,22,0,0,0,0
INC0006552,46080,12,4,0,0,0,0
INC0006553,43430,12,13,0,0,0,0
INC0006554,42420,11,145,0,0,0,0
INC0006555,57864,16,19,0,0,0,0
INC0006556,39589,10,1563,0,0,0,0
INC0006557,39580,10,38,1,2,2,1
INC0006558,52830,14,2,0,0,0,0
INC0006559,43140,11,147,0,0,0,0
INC0006561,36146,10,141,0,1,0,0
INC0006562,38130,10,108,0,0,0,0
INC0006564,45525,12,5,0,0,0,0
INC0006566,38880,10,11,0,0,0,0
INC0006567,45675,12,3,0,0,0,0
INC0006568,52314,14,773,0,0,0,1
INC0006569,50475,14,5,0,0,0,0
INC0006570,45168,12,6,0,0,0,0
INC0006571,44087,12,220,0,0,0,0
INC0006572,53010,14,2,0,0,0,0
INC0006573,43935,12,31,0,0,0,1
INC0006574,49600,13,877,0,0,0,0
INC0006575,47990,13,11,0,0,0,0
INC0006576,53070,14,2,0,0,0,0
INC0006577,53070,14,2,0,0,0,0
INC0006578,47890,13,11,0,0,0,0
INC0006579,49792,13,95,0,1,0,0
INC0006580,47160,13,3,0,0,0,0
INC0006581,41770,11,173,0,0,0,1
INC0006582,48387,13,100,0,0,0,0
INC0006583,44100,12,31,0,0,0,1
INC0006584,55245,15,45,0,0,0,1
INC0006585,54682,15,1584,0,0,0,0
INC0006586,48927,13,1585,0,1,1,0
INC0006587,49880,13,1,0,0,0,0
INC0006588,45240,12,18,0,0,0,0
INC0006590,49000,13,0,0,0,0,0
INC0006591,48840,13,0,0,0,0,0
INC0006592,38330,10,13,0,0,0,0
INC0006593,36600,10,152,0,0,0,1
INC0006595,54520,15,37,0,0,0,3
INC0006602,48060,13,5,0,0,0,0
INC0006603,51090,14,3,0,0,0,0
INC0006605,47235,13,3,0,0,0,0
INC0006606,43240,12,278,0,2,0,0
INC0006607,54525,15,36,0,0,0,0
INC0006609,45351,12,721,0,1,0,0
INC0006610,42574,11,60,0,0,0,0
INC0006611,47295,13,4,0,0,0,0
INC0006612,49670,13,27,0,0,0,0
INC0006614,48669,13,383,0,0,0,0
INC0006615,54090,15,2,0,0,0,0
INC0006617,37875,10,87,0,0,0,0
INC0006619,37330,10,13,0,0,0,0
INC0006622,41190,11,13,0,0,0,1
INC0006623,49605,13,87,0,0,0,0
INC0006625,48432,13,158,2,3,2,0
INC0006627,37140,10,37,0,0,0,0
INC0006629,47805,13,5,0,0,0,0
INC0006630,51230,14,1586,0,1,0,0
INC0006631,43950,12,40,0,0,0,1
INC0006632,52536,14,42,0,0,0,0
INC0006633,54450,15,2,0,0,0,0
INC0006634,49130,13,146,0,0,0,0
INC0006635,54480,15,2,0,0,0,0
INC0006636,44542,12,1606,0,0,0,3
INC0006637,44966,12,1608,0,0,0,0
INC0006640,57607,16,84,0,0,0,0
INC0006641,50020,13,0,2,2,3,0
INC0006642,41349,11,86,0,0,0,0
INC0006643,41226,11,206,0,0,0,0
INC0006646,50052,13,6,0,0,0,0
INC0006647,44196,12,1544,0,0,0,0
INC0006648,46524,12,1610,0,3,3,0
INC0006650,51435,14,20,0,0,0,0
INC0006651,51100,14,0,0,0,0,0
INC0006652,46200,12,137,4,11,5,1
INC0006654,48516,13,6,0,0,0,0
INC0006655,53078,14,1611,0,0,0,2
INC0006656,52269,14,92,1,2,1,4
INC0006657,42825,11,20,2,3,3,0
INC0006658,44151,12,232,0,0,0,1
INC0006660,47932,13,181,0,0,0,2
INC0006661,49610,13,1612,0,1,1,2
INC0006663,49680,13,1684,0,0,0,0
INC0006665,53520,14,107,0,0,0,0
INC0006668,50300,13,174,0,0,0,0
INC0006669,49404,13,6,0,0,0,0
INC0006670,47447,13,1673,0,1,0,1
INC0006671,40894,11,82,0,0,0,0
INC0006672,60720,16,168,0,1,1,0
INC0006673,55164,15,7,0,0,0,0
INC0006674,55160,15,13,0,0,0,0
INC0006675,48084,13,6,0,0,0,0
INC0006676,42170,11,48,0,0,0,0
INC0006677,54192,15,6,0,0,0,0
INC0006678,38320,10,37,0,0,0,0
INC0006679,46047,12,1672,0,0,0,1
INC0006680,38540,10,37,0,0,0,0
INC0006682,56340,15,2,0,0,0,0
INC0006683,47560,13,43,0,0,0,0
INC0006684,53246,14,499,0,0,0,0
INC0006685,43847,12,1671,0,0,0,0
INC0006686,53070,14,13,0,0,0,0
INC0006687,53120,14,1,0,0,0,0
INC0006689,45150,12,1652,0,0,0,0
INC0006690,56592,15,6,0,0,0,0
INC0006691,43900,12,59,0,0,0,3
INC0006692,52250,14,13,0,0,0,0
INC0006693,52752,14,6,0,0,0,0
INC0006695,52740,14,6,0,0,0,0
INC0006697,47610,13,522,0,0,0,1
