CaseID,trace_act_id,TimeSincePreviousEvent-case_avg_id,Weekday-case_avg,SameDayTime-case_avg_id,Duration_id
1376,60,7,1,22,10
1377,90,5,3,16,7
1378,53,16,0,20,13
1379,53,0,4,23,0
1380,84,4,3,20,5
1381,26,5,2,11,9
1382,53,1,0,22,1
1383,53,1,1,21,1
1385,15,0,3,16,0
1389,53,0,2,17,0
1390,90,4,0,21,6
1391,26,5,1,7,8
1392,53,8,2,17,6
1394,53,0,4,18,0
1395,15,1,4,20,1
1399,53,0,4,18,0
1400,53,0,1,18,0
1401,84,14,2,20,15
1402,134,5,0,19,6
1403,26,5,2,7,8
1404,53,0,4,1,0
1405,53,2,0,17,2
1406,53,0,3,13,0
1408,54,6,1,21,7
1410,53,0,4,18,0
1411,99,3,4,14,7
1412,53,0,0,21,0
1413,73,0,0,15,0
1414,90,3,3,14,5
1415,53,2,2,19,1
1416,53,1,3,20,1
1417,53,16,0,16,13
1418,53,2,2,13,2
1419,84,1,0,14,1
1421,53,1,0,16,1
1422,15,9,1,11,10
1423,84,0,1,15,0
1424,53,14,0,20,12
1425,53,0,2,19,0
1426,60,0,4,16,0
1427,53,3,0,21,2
1428,108,0,4,21,1
1429,84,1,0,17,1
1430,53,11,2,19,9
1431,73,0,1,17,0
1434,53,6,4,22,5
1435,35,0,1,17,0
1436,102,1,3,20,5
1437,53,11,2,18,9
1438,53,0,2,18,0
1439,53,0,4,20,0
1440,53,0,3,14,0
1442,4,0,1,12,1
1443,35,0,3,20,0
1444,53,0,1,22,0
1446,7,6,3,16,15
1447,53,0,2,19,0
1448,84,1,2,22,1
1452,53,0,1,17,0
1453,54,0,0,21,0
1454,53,0,4,21,0
1455,53,0,3,16,0
1456,76,11,0,19,15
1458,35,0,2,21,0
1459,53,0,3,18,0
1461,53,0,2,22,0
1462,84,5,4,19,5
1463,15,4,2,19,4
1466,53,1,1,18,0
1467,53,0,3,20,0
1468,15,10,4,21,11
1469,53,16,0,14,13
1470,53,2,3,23,2
1472,99,5,0,20,10
1473,36,0,5,7,0
1474,53,0,2,19,0
1475,90,3,2,19,4
1476,90,2,2,16,2
1477,53,0,2,13,0
1479,53,0,3,0,0
1480,53,1,3,20,1
1481,53,1,3,17,0
1482,53,0,2,21,0
1483,53,0,1,15,0
1485,53,11,2,18,9
1486,53,0,3,0,0
1488,53,0,2,20,0
1489,53,0,2,21,0
1490,145,0,1,18,0
1491,90,10,3,19,14
1492,130,1,0,18,3
1493,53,0,0,17,0
1494,15,0,2,11,0
1496,18,1,1,19,2
1497,36,0,2,21,0
1498,53,1,0,18,1
1499,103,1,4,20,6
1500,36,13,0,23,11
1502,100,4,2,20,10
1503,53,0,0,20,0
1504,53,8,3,21,7
1505,53,1,0,17,0
1508,53,0,4,22,0
1511,53,0,2,1,0
1512,53,2,3,23,2
1513,15,1,2,6,1
1514,53,0,3,11,0
1515,53,0,1,18,0
1516,8,7,1,18,12
1517,53,0,4,18,0
1518,120,4,2,15,7
1520,53,3,1,19,2
1521,53,0,1,16,0
1522,54,0,3,18,0
1523,53,1,4,18,1
1524,54,0,3,4,0
1525,35,0,3,23,0
1526,84,2,2,19,3
1527,15,0,3,20,0
1528,6,0,0,13,1
1529,53,0,2,19,0
1530,15,0,3,19,0
1531,53,0,1,0,0
1532,53,1,3,10,0
1533,74,2,2,10,3
1534,53,5,1,19,4
1536,53,5,2,17,4
1537,84,5,4,18,6
1538,53,0,2,6,0
1539,90,0,1,20,0
1540,26,1,1,18,2
1541,15,3,1,16,3
1542,53,0,2,23,0
1544,35,0,2,17,0
1545,53,0,4,18,0
1546,86,4,0,18,10
1547,53,0,4,20,0
1548,53,0,4,13,0
1549,53,2,0,15,2
1550,35,0,3,23,0
1551,53,2,1,18,1
1552,53,1,4,22,1
1554,53,2,1,12,2
1555,53,0,2,18,0
1556,53,0,4,16,0
1557,28,3,0,19,9
1558,53,0,2,23,0
1559,54,0,4,18,0
1560,53,0,2,21,0
1561,53,4,3,15,3
1563,53,7,0,14,6
1564,53,0,2,20,0
1565,53,0,1,21,0
1566,53,0,3,18,0
1567,90,3,1,17,5
1568,53,0,1,17,0
1569,53,0,1,21,0
1572,15,0,2,21,0
1573,35,0,4,19,0
1575,92,3,4,20,6
1576,53,2,1,18,1
1578,53,0,2,18,0
1579,53,0,4,22,0
1581,53,0,3,21,0
1582,54,1,1,19,1
1583,53,7,4,7,6
1584,53,0,2,19,0
1585,53,1,4,19,1
1586,53,5,0,15,4
1587,84,8,1,20,9
1588,53,0,0,19,0
1589,53,12,0,21,10
1590,53,4,1,7,3
1591,53,0,1,16,0
1592,84,6,1,20,7
1593,53,8,1,21,7
1594,59,0,1,22,0
1595,99,3,0,16,6
1596,53,1,0,8,1
1597,53,0,2,19,0
1598,54,0,3,22,0
1599,53,2,4,19,2
1600,53,0,0,19,0
1601,53,1,1,5,1
1602,53,2,1,21,2
1606,87,3,3,17,7
1607,53,3,2,17,2
1608,53,0,2,22,0
1611,15,0,1,22,0
1612,53,0,2,23,0
1613,53,0,4,20,0
1614,53,0,4,12,0
1616,53,0,0,22,0
1617,117,11,2,19,12
1618,53,0,1,23,0
1619,36,0,1,22,0
1620,97,3,3,13,5
1621,53,7,0,12,5
1622,32,0,5,3,1
1623,53,5,1,20,4
1624,53,0,0,13,0
1625,53,0,2,22,0
1626,53,18,3,22,15
1627,53,0,0,18,0
1628,53,0,3,20,0
1629,4,0,3,21,0
1630,53,9,1,19,7
1631,53,0,2,20,0
1632,53,0,2,22,0
1633,15,11,1,20,12
1634,53,0,2,22,0
1635,53,0,1,22,0
1636,53,10,1,19,8
1637,36,1,4,19,1
1638,53,0,1,17,0
1639,53,0,1,21,0
1640,53,1,0,12,0
1641,9,5,4,19,10
1642,84,5,0,17,6
1643,115,3,4,17,2
1644,53,0,3,16,0
1645,35,0,2,20,0
1646,53,1,4,17,1
1647,53,1,4,23,1
1648,53,0,5,8,0
1649,53,0,2,20,0
1651,84,5,1,20,6
1652,15,10,2,16,11
1653,53,2,2,1,2
1654,53,0,2,16,0
1656,35,0,0,18,0
1657,53,3,0,18,2
1659,15,0,3,20,1
1660,53,1,4,18,1
1661,53,0,1,17,0
1662,15,5,1,21,6
1665,53,0,2,9,0
1666,84,6,3,13,7
1667,53,0,4,16,0
1668,53,3,2,19,2
1669,53,1,4,19,1
1670,90,1,1,23,1
1672,90,0,1,18,0
1673,53,0,2,17,0
1676,134,0,2,18,0
1677,53,0,4,18,0
1678,145,0,4,10,0
1680,84,11,2,20,12
1682,53,6,2,16,5
1683,53,0,3,6,0
1684,30,0,3,22,0
1685,105,10,2,19,14
1686,36,0,2,17,0
1687,53,0,4,19,0
1688,99,5,4,18,10
1689,84,7,3,18,8
1690,84,0,1,15,0
1692,90,1,1,18,1
1693,81,6,1,18,10
1694,53,2,3,21,1
1695,53,5,3,20,4
1696,53,0,0,22,0
1698,53,0,1,16,0
1699,53,5,2,13,4
1700,53,0,2,16,0
1701,15,4,4,15,5
1702,84,5,0,14,5
1703,53,6,2,8,5
1705,53,0,2,17,0
1706,15,1,2,16,1
1707,15,0,4,13,0
1708,53,0,2,16,0
1710,53,0,0,18,0
1712,53,0,3,17,0
1713,53,3,1,19,2
1714,138,3,4,19,7
1715,35,0,1,20,0
1716,112,7,4,15,12
1717,35,0,0,20,0
1719,54,0,0,9,0
1720,90,5,2,16,7
1721,53,0,3,23,0
1722,53,2,1,21,2
1724,120,6,2,18,10
1725,35,0,0,20,0
1726,84,1,1,20,1
1727,53,0,0,19,0
1728,136,1,2,19,2
1729,60,6,4,16,8
1731,53,0,2,17,0
1732,53,0,3,23,0
1733,53,6,4,20,5
1734,90,2,2,22,3
1736,53,4,5,7,3
1737,84,4,4,19,5
1738,35,1,0,16,1
1739,53,3,3,18,2
1740,15,0,0,18,0
1741,53,0,3,20,0
1742,53,2,0,18,2
1743,36,0,2,18,0
1744,60,2,2,19,2
1745,145,0,4,1,0
1747,53,0,1,14,0
1748,53,2,2,22,2
1749,53,0,0,21,0
1750,84,2,1,17,2
1751,53,0,1,21,0
1752,95,1,2,11,2
1753,53,0,4,6,0
1755,24,4,1,19,9
1756,53,2,1,18,1
1757,58,4,2,18,7
1758,64,4,2,20,8
1759,134,0,0,20,0
1762,53,0,1,11,0
1763,53,0,4,16,0
1765,53,15,2,11,12
1766,53,7,4,15,6
1767,53,1,2,6,1
1768,53,1,4,19,1
1769,53,0,2,20,0
1770,133,9,4,19,12
1773,53,0,2,21,0
1774,128,1,1,18,2
1775,15,0,4,18,0
1778,35,0,2,0,0
1779,15,8,3,17,9
1780,84,12,0,17,14
1781,84,4,0,19,4
1782,53,0,1,16,0
1783,53,9,2,11,7
1784,54,0,1,23,0
1785,145,0,2,17,0
1786,53,10,3,16,8
1787,106,4,3,15,8
1789,15,13,4,15,14
1790,53,1,0,15,1
1791,53,10,0,20,9
1793,35,0,1,19,0
1794,53,0,3,20,0
1796,90,6,1,19,9
1797,53,0,0,19,0
1798,43,12,3,14,14
1800,53,0,1,23,0
1801,53,2,1,20,1
1802,53,1,4,12,1
1803,23,6,3,21,8
1804,53,2,4,12,2
1805,53,0,1,21,0
1806,90,0,4,18,0
1807,53,0,0,23,0
1808,53,0,4,18,0
1809,53,9,2,19,7
1810,84,4,2,21,5
1811,53,0,1,0,0
1813,84,9,0,17,10
1815,53,0,1,16,0
1816,27,0,1,20,2
1817,53,0,1,19,0
1818,53,0,2,16,0
1819,53,3,0,23,3
1820,122,1,1,20,7
1821,90,3,4,19,5
1822,53,0,0,13,0
1824,36,0,1,12,0
1825,84,7,1,20,8
1827,53,7,4,20,6
1829,53,0,0,19,0
1830,60,1,1,13,2
1832,90,0,2,14,1
1833,53,0,4,18,0
1834,53,3,0,17,2
1835,53,3,1,18,2
1836,53,2,0,13,1
1837,53,0,2,18,0
1838,53,0,0,18,0
1839,23,5,0,12,7
1840,15,0,1,18,0
1841,53,6,0,19,5
1842,53,5,2,14,4
1844,84,5,0,17,6
1845,76,0,2,22,0
1846,90,0,1,21,1
1847,53,14,4,12,11
1849,90,4,4,18,6
1850,117,5,0,18,6
1851,54,0,2,5,0
1852,53,0,4,20,0
1853,53,9,0,19,7
1854,84,6,1,16,7
1855,134,1,2,16,1
1856,84,6,2,15,6
1857,53,3,1,19,2
1859,53,0,3,17,0
1861,15,4,1,16,4
1862,53,0,1,16,0
1863,53,0,1,16,0
1864,53,2,0,17,1
1865,90,2,3,22,2
1866,60,6,1,21,9
1867,77,2,0,18,6
1870,53,0,3,1,0
1871,53,1,0,22,1
1872,53,1,3,18,1
1873,54,0,4,21,1
1875,84,1,4,21,2
1876,54,3,0,22,3
1877,73,3,0,18,3
1878,53,0,4,13,0
1879,53,2,0,18,1
1880,53,4,4,20,3
1881,53,2,1,20,1
1883,53,0,1,19,0
1885,84,5,4,18,5
1886,53,0,1,17,0
1887,53,7,0,18,6
1888,145,0,2,22,0
1889,53,0,1,15,0
1890,53,0,2,1,0
1891,53,0,0,19,0
1893,35,0,2,21,0
1895,53,2,1,19,2
1896,53,0,4,6,0
1897,60,3,3,17,4
1898,84,0,0,21,1
1899,107,5,0,21,8
1902,53,0,0,18,0
1904,53,13,3,15,11
1905,53,0,0,21,0
1906,53,0,3,1,0
1907,66,5,4,12,10
1908,84,6,4,16,6
1909,53,0,3,0,0
1910,53,0,1,17,0
1911,53,0,1,21,0
1912,84,0,2,21,0
1913,53,0,4,20,0
1914,53,0,3,19,0
1917,35,0,4,17,0
1919,90,1,1,20,2
1920,53,0,3,19,0
1921,53,3,3,16,3
1922,53,14,0,18,12
1923,53,2,2,5,1
1925,53,0,0,21,0
1926,53,0,3,18,0
1927,53,0,4,19,0
1928,53,3,1,21,2
1929,15,4,3,21,4
1930,53,0,2,21,0
1931,54,0,2,21,0
1932,15,1,3,17,1
1933,73,0,0,20,0
1934,53,7,0,16,6
1935,66,3,4,17,5
1936,26,1,1,18,2
1937,53,9,3,17,7
1938,53,4,1,12,3
1939,15,3,0,19,3
1940,53,3,2,20,2
1941,53,0,3,18,0
1942,53,0,1,19,0
1943,82,5,0,19,15
1944,84,1,4,18,2
1945,15,0,1,16,0
1946,53,7,4,21,6
1947,15,5,2,1,6
1948,26,2,4,11,3
1949,36,0,4,20,0
1950,53,2,0,20,2
1951,53,0,2,16,0
1952,53,2,0,23,2
1953,73,0,1,17,0
1954,53,1,1,21,1
1955,53,2,0,21,1
1956,73,4,1,18,4
1957,150,7,4,14,6
1958,15,0,4,21,0
1959,53,0,2,16,0
1960,84,2,1,16,2
1962,53,0,3,17,0
1963,53,0,1,19,0
1964,60,3,1,11,4
1965,134,2,0,15,3
1966,53,1,4,19,1
1967,54,0,0,20,0
1968,53,0,4,15,0
1969,53,0,1,19,0
1970,53,0,1,6,0
1971,53,2,3,19,1
1972,53,11,1,19,10
1973,134,4,2,19,4
1974,53,0,2,10,0
1976,53,0,4,14,0
1977,53,0,0,19,0
1979,84,2,3,16,3
1981,15,6,2,4,7
1982,53,10,0,19,8
1983,53,6,4,19,5
1984,35,8,4,10,4
1985,53,4,0,16,3
1986,53,5,1,20,4
1988,53,5,2,20,4
1989,4,0,4,23,0
1990,53,5,2,14,4
1991,53,0,0,18,0
1992,53,1,0,19,0
1993,53,3,0,21,2
1994,35,0,0,20,0
1995,84,11,1,19,12
1996,53,1,1,16,1
1997,53,0,3,16,0
1998,84,6,3,22,7
1999,54,0,3,16,0
2000,35,0,0,20,0
2001,90,9,3,8,13
2002,53,7,0,17,6
2003,66,2,0,19,4
2004,54,4,4,14,4
2005,53,8,0,23,6
2006,53,0,3,1,0
2008,53,0,4,19,0
2009,53,0,3,18,0
2010,67,2,3,19,6
2011,15,0,0,18,0
2012,53,0,3,21,0
2014,84,7,0,18,7
2015,53,0,2,16,0
2016,53,0,3,12,0
2017,53,3,3,18,2
2018,90,0,0,16,0
2019,90,0,4,19,1
2020,53,2,0,19,2
2023,36,0,5,2,0
2024,84,6,4,19,7
2025,54,1,0,19,1
2026,53,2,1,21,2
2027,84,6,0,21,6
2028,53,0,5,1,0
2029,53,14,0,22,12
2030,53,0,3,20,0
2031,53,9,2,15,7
2032,53,3,3,13,3
2033,117,8,0,18,9
2034,53,0,0,19,0
2036,84,8,2,14,9
2038,53,0,1,13,0
2039,53,7,1,14,6
2040,84,3,3,19,4
2041,84,5,2,18,5
2042,53,0,1,16,0
2043,53,1,1,19,1
2044,35,0,1,1,0
2045,53,0,2,14,0
2046,53,0,1,13,0
2047,53,0,1,21,0
2048,90,7,0,20,10
2049,35,0,3,10,0
2051,120,0,0,19,0
2052,53,0,3,18,0
2053,140,3,0,21,8
2054,60,4,1,15,6
2055,134,4,1,21,4
2056,53,5,2,19,4
2057,53,11,0,18,9
2058,53,9,2,19,7
2060,53,0,4,12,0
2061,53,0,0,16,0
2063,53,2,1,20,1
2064,53,0,1,17,0
2065,53,4,0,18,3
2066,35,0,2,15,0
2067,90,6,2,21,9
2069,53,4,3,22,3
2070,84,9,1,20,10
2071,97,9,0,18,16
2072,134,0,2,0,0
2073,84,5,4,19,6
2074,53,0,3,19,0
2075,53,0,3,18,0
2076,53,0,4,18,0
2077,53,0,2,20,0
2078,117,1,1,20,2
2079,123,4,4,4,4
2080,73,12,3,20,13
2082,94,2,2,18,7
2084,53,0,0,21,0
2085,54,0,1,9,0
2086,15,1,0,16,1
2087,97,5,2,19,9
2088,43,12,3,14,14
2089,15,4,1,19,5
2090,150,13,0,13,11
2091,84,11,0,18,12
2094,53,0,0,18,0
2095,53,0,1,16,0
2096,53,4,0,20,3
2097,53,8,4,18,7
2098,114,5,4,10,10
2099,53,0,3,20,0
2100,53,0,2,12,0
2101,53,0,2,7,0
2102,26,1,0,16,1
2106,134,0,4,22,0
2107,15,0,4,21,0
2109,36,0,1,17,0
2110,15,0,2,17,0
2111,73,1,1,20,2
2113,54,0,1,14,0
2114,43,12,2,21,14
2115,53,15,0,19,13
2116,53,0,2,21,0
2118,53,14,2,12,12
2119,90,8,1,19,11
2120,73,4,4,17,5
2122,53,0,0,15,0
2124,35,0,2,17,0
2127,53,2,2,18,2
2128,54,0,1,19,1
2129,84,7,2,20,8
2130,53,0,1,0,0
2131,53,4,5,8,4
2132,90,6,4,12,9
2133,53,0,4,21,0
2135,84,8,2,13,9
2136,15,2,4,20,2
2137,134,0,0,23,0
2138,53,2,2,15,2
2139,51,9,2,18,15
2140,53,1,4,18,1
2144,53,2,2,8,1
2145,99,3,0,18,6
2146,53,0,1,15,0
2147,90,2,2,16,3
2148,54,1,1,1,1
2149,60,1,0,13,2
2150,53,3,3,20,2
2151,53,0,2,17,0
2153,134,3,2,16,4
2154,36,1,0,16,1
2155,53,2,2,19,1
2158,53,0,0,19,0
2159,127,0,1,18,0
2160,53,0,3,20,0
2161,15,1,0,19,2
2162,124,0,0,18,0
2164,53,0,1,8,0
2165,53,0,1,21,0
2166,53,4,4,14,3
2167,53,11,1,22,9
2169,53,0,1,8,0
2170,84,4,1,20,4
2171,53,2,2,19,1
2173,90,6,0,20,9
2174,53,3,4,18,2
2175,53,12,4,15,10
2178,35,0,2,22,0
2179,53,9,1,18,7
2180,53,0,2,21,0
2181,53,0,0,17,0
2182,53,0,4,16,0
2184,66,3,1,14,6
2185,53,0,3,18,0
2186,53,0,2,1,0
2187,53,5,3,16,4
2188,53,0,2,16,0
2189,53,0,2,19,0
2190,53,0,1,16,0
2192,53,0,4,18,0
2193,53,2,1,21,1
2194,35,0,4,18,0
2195,53,5,4,21,4
2196,53,2,0,14,2
2198,53,1,1,20,0
2199,90,0,1,20,0
2200,53,2,2,20,1
2202,53,1,4,17,0
2204,53,0,0,17,0
2205,53,2,2,23,1
2206,4,6,4,18,8
2207,90,3,2,0,5
2208,53,10,3,19,9
2209,90,5,4,18,7
2212,35,0,1,16,0
2213,90,2,4,13,3
2214,53,1,4,18,1
2216,84,6,3,9,6
2217,84,2,1,18,2
2218,53,0,2,20,0
2220,53,0,3,20,0
2221,60,8,0,15,11
2222,53,3,4,18,2
2223,53,4,3,20,3
2224,53,0,0,19,0
2225,15,0,2,17,0
2226,53,0,1,21,0
2227,36,4,0,22,3
2230,53,6,0,15,5
2231,60,0,0,19,0
2233,53,3,4,18,2
2234,53,1,0,18,1
2235,53,1,4,16,1
2237,36,0,0,16,0
2238,36,2,2,18,1
2240,53,0,2,15,0
2241,84,4,1,22,5
2242,53,1,0,23,1
2243,53,5,4,12,4
2244,84,12,3,20,13
2246,53,0,3,17,0
2247,53,0,2,20,0
2248,54,2,2,14,2
2249,138,0,4,17,1
2250,115,13,0,19,11
2251,53,3,4,18,2
2252,53,0,0,21,0
2254,53,0,2,23,0
2255,53,2,4,13,1
2256,35,0,2,16,0
2257,53,10,0,14,8
2258,53,2,4,10,2
2259,134,0,2,22,0
2260,53,0,2,20,0
2261,53,0,5,0,0
2262,53,0,3,20,0
2263,15,0,1,15,0
2264,53,0,3,16,0
2265,4,4,2,21,6
2266,53,0,3,21,0
2269,90,4,3,19,6
2270,35,0,0,21,0
2271,90,0,3,17,0
2272,15,0,0,19,1
2273,53,1,0,20,1
2274,53,14,3,19,12
2275,53,0,0,22,0
2276,35,0,2,20,0
2277,53,0,0,18,0
2278,12,0,2,22,0
2280,53,0,4,18,0
2281,2,2,1,19,4
2282,53,15,2,16,13
2283,53,0,2,19,0
2284,15,0,3,21,0
2286,53,0,2,13,0
2287,97,1,0,18,2
2288,73,5,0,19,6
2289,53,13,0,13,11
2291,53,0,4,14,0
2292,90,10,3,9,14
2293,54,0,1,22,0
2294,84,6,3,19,7
2295,99,3,1,16,6
2296,53,0,1,17,0
2297,134,4,2,13,4
2298,53,1,0,20,1
2299,53,12,3,18,10
2301,60,8,0,19,12
2303,53,3,2,15,2
2304,97,7,3,17,12
2305,53,0,3,22,0
2306,84,8,0,20,8
2307,53,3,1,19,2
2309,15,1,1,21,2
2310,90,8,1,15,11
2311,90,1,1,17,2
2312,53,2,3,6,2
2313,53,0,3,21,0
2314,53,0,1,13,0
2316,15,0,1,18,0
2317,53,2,0,12,1
2318,112,3,1,20,5
2319,90,6,4,21,9
2320,53,0,3,16,0
2321,53,1,0,14,1
2323,53,0,1,1,0
2324,53,7,0,17,6
2325,53,0,0,18,0
2326,84,6,2,20,7
2327,73,2,1,21,2
2329,53,6,3,20,5
2331,26,0,1,9,0
2332,53,3,2,21,3
2333,76,0,1,17,1
2334,53,10,0,18,8
2336,43,7,1,14,8
2337,26,3,3,20,6
2338,66,6,3,20,12
2339,53,14,2,17,11
2340,53,0,0,19,0
2341,113,5,3,20,10
2342,105,7,0,20,9
2343,53,0,0,16,0
2344,53,0,0,14,0
2345,8,4,2,20,7
2347,35,0,3,20,0
2349,60,6,0,16,9
2350,60,4,2,11,6
2351,35,0,0,22,0
2352,53,5,0,14,4
2353,53,0,1,16,0
2354,15,6,2,7,7
2355,53,11,2,19,9
2357,35,0,3,1,0
2358,53,6,4,22,5
2359,53,0,1,18,0
2360,15,5,0,20,6
2361,90,0,1,20,0
2363,53,0,4,22,0
2364,53,0,2,17,0
2365,53,0,0,18,0
2366,84,7,1,17,8
2367,53,17,0,18,14
2369,53,6,4,6,5
2370,53,10,0,20,8
2371,53,0,3,18,0
2372,53,0,1,19,0
2373,26,0,0,14,0
2374,53,0,0,22,0
2376,53,5,4,18,4
2377,53,8,4,22,7
2378,53,8,2,18,6
2379,90,0,4,18,0
2380,90,5,1,19,7
2382,43,8,1,10,9
2383,53,8,4,20,7
2384,63,3,3,17,8
2385,53,0,3,21,0
2386,53,2,2,19,2
2387,147,0,0,20,1
2388,53,9,0,18,7
2389,134,0,1,21,0
2390,53,10,0,22,8
2392,53,9,0,14,7
2393,53,0,2,23,0
2394,53,9,4,1,7
2395,53,1,0,22,1
2396,53,0,0,21,0
2397,53,0,0,19,0
2400,150,0,2,19,0
2401,53,0,1,14,0
2402,15,0,2,14,0
2403,53,7,0,20,6
2404,145,0,3,21,0
2405,53,14,4,20,11
2406,35,0,0,19,0
2407,87,6,0,19,13
2408,53,0,1,0,0
2409,36,0,1,0,0
2410,53,4,1,14,3
2411,60,3,0,20,4
2412,53,0,0,20,0
2413,53,2,1,7,1
2414,90,0,4,15,0
2415,53,3,0,23,3
2416,53,0,1,15,0
2418,139,7,2,22,11
2419,84,2,2,17,3
2420,53,5,1,17,4
2421,53,0,2,20,0
2422,53,0,3,1,0
2423,53,5,0,18,4
2424,69,3,1,21,3
2425,60,10,0,17,13
2426,84,6,3,16,7
2427,53,4,4,19,3
2428,53,0,3,17,0
2429,85,1,3,19,2
2430,53,10,4,16,8
2431,53,0,1,19,0
2433,35,0,2,20,0
2434,53,3,3,23,2
2435,90,2,2,20,3
2437,53,0,0,17,0
2438,53,2,2,7,2
2439,90,5,1,19,7
2440,53,1,0,16,1
2441,15,4,1,5,4
2442,90,5,1,20,7
2443,90,11,0,19,16
2444,53,0,2,22,0
2445,134,0,2,18,0
2446,53,2,1,20,1
2449,53,1,0,13,1
2450,53,0,1,17,0
2453,53,2,0,17,2
2454,84,5,0,18,5
2455,84,12,0,18,13
2456,53,0,3,20,0
2457,53,17,1,21,14
2459,53,5,0,22,4
2460,53,0,2,20,0
2461,53,0,1,12,0
2462,54,0,1,20,0
2463,68,6,2,13,9
2464,134,0,1,14,0
2467,90,1,2,17,2
2468,90,3,3,21,4
2469,53,1,0,18,1
2470,90,0,2,17,0
2471,90,1,2,16,1
2472,53,0,0,15,0
2474,53,1,1,22,1
2475,43,13,4,17,14
2477,53,2,2,21,2
2478,53,0,1,22,0
2479,35,0,0,17,0
2480,53,0,3,16,0
2482,53,0,1,22,0
2483,60,4,2,15,6
2484,53,2,2,23,2
2485,53,6,3,18,5
2486,66,0,3,17,1
2487,53,4,0,19,3
2488,73,1,1,18,2
2489,53,1,0,18,1
2491,53,2,3,19,1
2493,53,2,1,17,2
2494,53,0,2,19,0
2495,53,2,2,18,1
2496,53,0,4,19,0
2497,53,0,3,17,0
2500,90,7,3,16,10
2501,15,1,0,19,1
2502,53,9,1,21,7
2503,53,0,1,7,0
2504,84,11,0,18,13
2505,30,3,4,12,8
2506,23,8,1,20,11
2507,53,0,1,19,0
2509,35,0,3,11,0
2510,53,2,1,18,1
2511,53,3,3,18,2
2513,53,4,3,19,3
2515,53,0,1,13,0
2516,53,0,3,0,0
2517,54,4,2,16,4
2518,84,5,5,5,6
2519,90,1,3,20,1
2520,90,4,0,19,6
2521,53,2,3,19,2
2523,12,1,1,21,1
2524,15,9,3,7,10
2525,3,0,2,4,0
2526,105,3,0,20,5
2527,15,4,4,11,5
2528,53,0,0,18,0
2529,53,1,0,18,0
2531,53,0,4,19,0
2532,53,6,1,16,5
2533,53,0,1,17,0
2534,53,2,1,19,2
2535,53,0,1,19,0
2536,53,3,2,10,2
2537,53,1,3,21,1
2538,80,7,0,12,10
2539,53,7,4,17,6
2540,53,0,0,20,0
2542,53,0,2,13,0
2543,53,10,4,19,8
2544,128,3,4,18,5
2545,53,0,0,18,0
2546,53,0,1,21,0
2547,53,0,1,0,0
2548,53,0,3,14,0
2549,53,0,3,19,0
2551,53,1,1,22,1
2552,53,1,0,12,1
2553,26,0,0,19,0
2554,53,1,3,23,1
2556,53,0,2,21,0
2557,53,0,0,21,0
2559,15,1,1,21,1
2560,91,5,2,21,9
2561,53,0,2,17,0
2562,128,1,5,11,1
2563,53,0,3,8,0
2564,53,0,4,16,0
2565,53,0,2,21,0
2566,53,0,0,17,0
2567,92,4,4,19,7
2568,53,0,2,17,0
2570,53,0,3,20,0
2572,46,8,3,18,15
2573,53,0,3,19,0
2574,15,1,3,17,1
2575,84,4,0,13,5
2576,84,9,0,17,10
2578,15,4,0,21,5
2579,35,0,3,18,0
2580,53,0,0,15,0
2582,53,0,2,23,0
2583,26,5,0,12,9
2584,90,2,1,20,3
2586,53,0,2,21,0
2587,53,0,3,15,0
2588,53,0,3,18,0
2589,90,4,0,20,6
2590,134,0,4,18,0
2592,53,0,3,21,0
2594,15,0,1,18,0
2595,53,0,1,20,0
2597,118,0,2,20,0
2600,53,0,0,18,0
2601,53,0,2,22,0
2602,53,0,2,0,0
2603,53,7,0,17,6
2604,53,7,1,19,6
2605,117,10,3,12,12
2606,84,6,4,15,7
2607,53,15,1,17,13
2608,53,0,1,14,0
2609,84,6,3,18,6
2610,81,1,2,21,2
2612,84,3,0,18,4
2615,53,3,2,13,3
2617,53,12,4,18,10
2618,53,0,0,22,0
2619,90,1,2,13,2
2621,84,13,3,20,14
2623,97,7,0,17,12
2624,15,6,2,21,6
2626,53,0,2,20,0
2627,53,0,2,19,0
2628,84,4,0,17,4
2629,53,0,3,19,0
2630,53,0,1,17,0
2632,53,0,4,20,0
2633,91,2,3,20,4
2634,53,0,4,20,0
2635,53,0,1,19,0
2636,15,11,4,17,13
2637,53,0,1,18,0
2638,43,2,1,17,3
2639,53,12,2,17,10
2640,53,5,2,18,4
2641,84,11,0,19,13
2642,35,0,0,19,0
2644,145,0,3,23,0
2645,15,1,0,18,1
2646,53,0,4,18,0
2647,53,0,3,18,0
2648,53,0,0,18,0
2649,4,0,2,16,0
2650,134,1,4,21,1
2651,53,0,0,17,0
2652,53,0,3,13,0
2653,53,9,2,18,7
2654,53,0,2,13,0
2655,90,3,2,19,4
2656,53,0,1,18,0
2657,53,3,2,14,2
2658,60,0,3,12,0
2660,53,5,2,20,4
2661,37,0,2,19,0
2662,53,13,1,6,11
2663,53,0,4,18,0
2664,53,7,1,19,6
2669,61,4,4,13,7
2670,53,0,2,23,0
2671,53,1,1,16,1
2672,53,0,4,8,0
2673,53,0,1,21,0
2675,53,3,0,18,3
2677,35,0,0,16,0
2678,90,1,3,15,2
2679,53,8,2,19,6
2680,53,17,0,18,14
2682,53,0,4,21,0
2683,53,0,1,12,0
2684,4,0,4,20,0
